<DATE>,<TIME>,<CLOSE>,<OPEN>,<HIGH>,<LOW>,<VOLUME>
2016-11-30,0,85.9,85.9,85.9,85.9,0.14K
2016-12-01,0,85.15,85.15,85.15,85.15,0.08K
2016-12-02,0,84.3,84.3,84.3,84.3,0.02K
2016-12-05,0,83.1,83.1,83.1,83.1,0.14K
2016-12-06,0,79.35,79.35,79.35,79.35,0.10K
2016-12-07,0,80.3,80.3,80.3,80.3,0.08K
2016-12-08,0,82.65,82.65,82.65,82.65,0.04K
2016-12-09,0,85.3,85.3,85.3,85.3,0.02K
2016-12-12,0,86.15,86.15,86.15,86.15,0.09K
2016-12-13,0,87.5,87.5,87.5,87.5,0.03K
2016-12-14,0,88.7,88.7,88.7,88.7,0.09K
2016-12-15,0,89.4,89.4,89.4,89.4,0.06K
2016-12-16,0,89.3,89.3,89.3,89.3,0.05K
2016-12-19,0,89.25,89.25,89.25,89.25,
2016-12-20,0,89.3,89.3,89.3,89.3,0.07K
2016-12-21,0,90.4,90.4,90.4,90.4,0.02K
2016-12-22,0,90.4,90.4,90.4,90.4,0.02K
2016-12-23,0,90.45,90.45,90.45,90.45,
2016-12-27,0,90.45,90.45,90.45,90.45,
2016-12-28,0,90.75,90.75,90.75,90.75,0.01K
2016-12-29,0,90.55,90.55,90.55,90.55,
2016-12-30,0,90.1,90.1,90.1,90.1,
2017-01-03,0,82.4,82.4,82.4,82.4,0.39K
2017-01-04,0,84.25,84.25,84.25,84.25,0.32K
2017-01-05,0,85.65,85.65,85.65,85.65,0.20K
2017-01-06,0,85.15,85.15,85.15,85.15,0.09K
2017-01-09,0,84.25,84.25,84.25,84.25,0.12K
2017-01-10,0,86.75,86.75,86.75,86.75,0.18K
2017-01-11,0,88.55,88.55,88.55,88.55,0.08K
2017-01-12,0,88.95,88.95,88.95,88.95,0.04K
2017-01-13,0,88.45,88.45,88.45,88.45,0.01K
2017-01-17,0,89.75,89.75,89.75,89.75,0.15K
2017-01-18,0,88.95,88.95,88.95,88.95,0.01K
2017-01-19,0,88.75,88.75,88.75,88.75,
2017-01-20,0,89.3,89.3,89.3,89.3,0.02K
2017-01-23,0,89.4,89.4,89.4,89.4,0.02K
2017-01-24,0,89.2,89.2,89.2,89.2,0.01K
2017-01-25,0,88.75,88.75,88.75,88.75,0.02K
2017-01-26,0,88.55,88.55,88.55,88.55,0.02K
2017-01-30,0,82.35,82.35,82.35,82.35,0.16K
2017-01-31,0,85.3,85.3,85.3,85.3,0.25K
2017-02-01,0,85.3,85.3,85.3,85.3,0.10K
2017-02-02,0,85.2,85.2,85.2,85.2,0.09K
2017-02-03,0,84.45,84.45,84.45,84.45,0.01K
2017-02-06,0,84.25,84.25,84.25,84.25,0.26K
2017-02-07,0,84.05,84.05,84.05,84.05,0.03K
2017-02-08,0,83.25,83.25,83.25,83.25,0.04K
2017-02-09,0,82.7,82.7,82.7,82.7,0.03K
2017-02-10,0,81.15,81.15,81.15,81.15,0.06K
2017-02-13,0,80.3,80.3,80.3,80.3,0.28K
2017-02-14,0,80.4,80.4,80.4,80.4,0.02K
2017-02-15,0,81.5,81.5,81.5,81.5,
2017-02-16,0,81.6,81.6,81.6,81.6,0.01K
2017-02-17,0,81.85,81.85,81.85,81.85,0.01K
2017-02-21,0,82.35,82.35,82.35,82.35,0.10K
2017-02-22,0,82.2,82.2,82.2,82.2,
2017-02-23,0,82.35,82.35,82.35,82.35,
2017-02-24,0,82.25,82.25,82.25,82.25,
2017-02-27,0,78.5,78.5,78.5,78.5,0.11K
2017-02-28,0,77.85,77.85,77.85,77.85,0.13K
2017-03-01,0,78.9,78.9,78.9,78.9,0.08K
2017-03-02,0,77.7,77.7,77.7,77.7,0.11K
2017-03-03,0,76.75,76.75,76.75,76.75,0.06K
2017-03-06,0,76.8,76.8,76.8,76.8,0.01K
2017-03-07,0,75.9,75.9,75.9,75.9,0.04K
2017-03-08,0,76.15,76.15,76.15,76.15,
2017-03-09,0,74.9,74.9,74.9,74.9,
2017-03-10,0,75.4,75.4,75.4,75.4,0.02K
2017-03-13,0,75.75,75.75,75.75,75.75,0.11K
2017-03-14,0,74.8,74.8,74.8,74.8,0.01K
2017-03-15,0,75.1,75.1,75.1,75.1,
2017-03-16,0,74.75,74.75,74.75,74.75,
2017-03-17,0,74.8,74.8,74.8,74.8,
2017-03-20,0,74.1,74.1,74.1,74.1,0.01K
2017-03-21,0,73.9,73.9,73.9,73.9,
2017-03-22,0,73.7,73.7,73.7,73.7,
2017-03-23,0,74.05,74.05,74.05,74.05,
2017-03-24,0,74.05,74.05,74.05,74.05,0.02K
2017-03-27,0,73.25,73.25,73.25,73.25,
2017-03-28,0,73.5,73.5,73.5,73.5,
2017-03-29,0,73.5,73.5,73.5,73.5,
2017-03-30,0,73.5,73.5,73.5,73.5,
2017-03-31,0,73.35,73.35,73.35,73.35,
2017-04-03,0,76.75,76.75,76.75,76.75,0.17K
2017-04-04,0,76.7,76.7,76.7,76.7,0.23K
2017-04-05,0,77.05,77.05,77.05,77.05,0.14K
2017-04-06,0,77.75,77.75,77.75,77.75,0.04K
2017-04-07,0,76.75,76.75,76.75,76.75,0.03K
2017-04-10,0,75.5,75.5,75.5,75.5,0.06K
2017-04-11,0,75.35,75.35,75.35,75.35,0.04K
2017-04-12,0,74.9,74.9,74.9,74.9,
2017-04-13,0,75.55,75.55,75.55,75.55,0.01K
2017-04-17,0,75.55,75.55,75.55,75.55,
2017-04-18,0,75.55,75.55,75.55,75.55,0.03K
2017-04-19,0,75.3,75.3,75.3,75.3,0.01K
2017-04-20,0,75.6,75.6,75.6,75.6,0.03K
2017-04-21,0,75.5,75.5,75.5,75.5,0.01K
2017-04-24,0,75.25,75.25,75.25,75.25,0.01K
2017-04-25,0,75.2,75.2,75.2,75.2,
2017-04-26,0,75.35,75.35,75.35,75.35,
2017-04-27,0,75.45,75.45,75.45,75.45,
2017-04-28,0,75.45,75.45,75.45,75.45,
2017-05-01,0,74.55,74.55,74.55,74.55,
2017-05-02,0,74.3,74.3,74.3,74.3,
2017-05-03,0,74.05,74.05,74.05,74.05,0.02K
2017-05-04,0,73.5,73.5,73.5,73.5,0.08K
2017-05-05,0,73.45,73.45,73.45,73.45,0.09K
2017-05-08,0,72.65,72.65,72.65,72.65,0.15K
2017-05-09,0,72.75,72.75,72.75,72.75,0.06K
2017-05-10,0,73.05,73.05,73.05,73.05,0.04K
2017-05-11,0,72.75,72.75,72.75,72.75,0.01K
2017-05-12,0,72.75,72.75,72.75,72.75,
2017-05-15,0,73.0,73.0,73.0,73.0,
2017-05-16,0,73.4,73.4,73.4,73.4,0.01K
2017-05-17,0,74.0,74.0,74.0,74.0,0.03K
2017-05-18,0,74.1,74.1,74.1,74.1,0.01K
2017-05-19,0,74.25,74.25,74.25,74.25,
2017-05-22,0,74.45,74.45,74.45,74.45,
2017-05-23,0,74.4,74.4,74.4,74.4,
2017-05-24,0,74.35,74.35,74.35,74.35,
2017-05-25,0,74.3,74.3,74.3,74.3,
2017-05-30,0,77.8,77.8,77.8,77.8,0.08K
2017-05-31,0,76.8,76.8,76.8,76.8,0.12K
2017-06-01,0,77.25,77.25,77.25,77.25,0.01K
2017-06-02,0,77.3,77.3,77.3,77.3,0.01K
2017-06-05,0,78.25,78.25,78.25,78.25,
2017-06-06,0,77.8,77.8,77.8,77.8,
2017-06-07,0,77.9,77.9,77.9,77.9,0.19K
2017-06-08,0,78.65,78.65,78.65,78.65,0.01K
2017-06-09,0,78.6,78.6,78.6,78.6,0.01K
2017-06-12,0,78.5,78.5,78.5,78.5,
2017-06-13,0,78.45,78.45,78.45,78.45,0.01K
2017-06-14,0,78.0,78.0,78.0,78.0,0.07K
2017-06-15,0,78.4,78.4,78.4,78.4,
2017-06-16,0,78.6,78.6,78.6,78.6,0.01K
2017-06-19,0,79.1,79.1,79.1,79.1,
2017-06-20,0,79.0,79.0,79.0,79.0,0.05K
2017-06-21,0,79.05,79.05,79.05,79.05,0.05K
2017-06-22,0,78.85,78.85,78.85,78.85,0.05K
2017-06-23,0,78.9,78.9,78.9,78.9,
2017-06-26,0,79.0,79.0,79.0,79.0,
2017-06-27,0,79.0,79.0,79.0,79.0,0.04K
2017-06-28,0,79.0,79.0,79.0,79.0,
2017-06-29,0,79.0,79.0,79.0,79.0,
2017-06-30,0,79.15,79.15,79.15,79.15,
2017-07-03,0,80.65,80.65,80.65,80.65,0.12K
2017-07-05,0,84.05,84.05,84.05,84.05,0.98K
2017-07-06,0,85.65,85.65,85.65,85.65,0.21K
2017-07-07,0,85.4,85.4,85.4,85.4,0.01K
2017-07-10,0,84.55,84.55,84.55,84.55,0.03K
2017-07-11,0,84.65,84.65,84.65,84.65,0.14K
2017-07-12,0,84.3,84.3,84.3,84.3,0.01K
2017-07-13,0,83.3,83.3,83.3,83.3,0.01K
2017-07-14,0,83.3,83.3,83.3,83.3,0.04K
2017-07-17,0,83.45,83.45,83.45,83.45,0.01K
2017-07-18,0,83.55,83.55,83.55,83.55,0.02K
2017-07-19,0,83.05,83.05,83.05,83.05,0.03K
2017-07-20,0,83.4,83.4,83.4,83.4,0.01K
2017-07-21,0,83.6,83.6,83.6,83.6,
2017-07-24,0,83.35,83.35,83.35,83.35,
2017-07-25,0,83.55,83.55,83.55,83.55,
2017-07-26,0,83.5,83.5,83.5,83.5,
2017-07-27,0,83.5,83.5,83.5,83.5,
2017-07-28,0,83.45,83.45,83.45,83.45,
2017-07-31,0,83.3,83.3,83.3,83.3,0.05K
2017-08-01,0,82.05,82.05,82.05,82.05,0.10K
2017-08-02,0,82.2,82.2,82.2,82.2,0.06K
2017-08-03,0,82.9,82.9,82.9,82.9,0.22K
2017-08-04,0,83.55,83.55,83.55,83.55,0.03K
2017-08-07,0,84.0,84.0,84.0,84.0,0.12K
2017-08-08,0,83.5,83.5,83.5,83.5,0.06K
2017-08-09,0,84.05,84.05,84.05,84.05,
2017-08-10,0,84.4,84.4,84.4,84.4,
2017-08-11,0,85.1,85.1,85.1,85.1,0.01K
2017-08-14,0,85.4,85.4,85.4,85.4,0.15K
2017-08-15,0,84.6,84.6,84.6,84.6,
2017-08-16,0,85.3,85.3,85.3,85.3,
2017-08-17,0,85.95,85.95,85.95,85.95,
2017-08-18,0,85.55,85.55,85.55,85.55,0.15K
2017-08-21,0,85.2,85.2,85.2,85.2,0.06K
2017-08-22,0,85.25,85.25,85.25,85.25,0.01K
2017-08-23,0,85.25,85.25,85.25,85.25,0.01K
2017-08-24,0,85.15,85.15,85.15,85.15,
2017-08-25,0,85.3,85.3,85.3,85.3,
2017-08-28,0,88.5,88.5,88.5,88.5,
2017-08-29,0,89.55,89.55,89.55,89.55,0.21K
2017-08-30,0,89.2,89.2,89.2,89.2,0.21K
2017-08-31,0,87.8,87.8,87.8,87.8,0.03K
2017-09-01,0,88.1,88.1,88.1,88.1,0.06K
2017-09-05,0,89.2,89.2,89.2,89.2,
2017-09-06,0,89.2,89.2,89.2,89.2,0.01K
2017-09-07,0,89.15,89.15,89.15,89.15,0.01K
2017-09-08,0,89.85,89.85,89.85,89.85,0.04K
2017-09-11,0,90.05,90.05,90.05,90.05,
2017-09-12,0,90.2,90.2,90.2,90.2,0.01K
2017-09-13,0,91.2,91.2,91.2,91.2,0.06K
2017-09-14,0,91.75,91.75,91.75,91.75,0.05K
2017-09-15,0,91.7,91.7,91.7,91.7,
2017-09-18,0,91.65,91.65,91.65,91.65,0.02K
2017-09-19,0,92.35,92.35,92.35,92.35,0.07K
2017-09-20,0,92.25,92.25,92.25,92.25,0.06K
2017-09-21,0,91.75,91.75,91.75,91.75,
2017-09-22,0,91.8,91.8,91.8,91.8,0.01K
2017-09-25,0,91.9,91.9,91.9,91.9,
2017-09-26,0,91.65,91.65,91.65,91.65,
2017-09-27,0,91.45,91.45,91.45,91.45,
2017-09-28,0,91.4,91.4,91.4,91.4,
2017-09-29,0,91.35,91.35,91.35,91.35,
2017-10-02,0,90.8,90.8,90.8,90.8,0.04K
2017-10-03,0,91.9,91.9,91.9,91.9,0.19K
2017-10-04,0,92.65,92.65,92.65,92.65,0.12K
2017-10-05,0,92.3,92.3,92.3,92.3,0.09K
2017-10-06,0,90.95,90.95,90.95,90.95,
2017-10-09,0,90.55,90.55,90.55,90.55,0.04K
2017-10-10,0,90.9,90.9,90.9,90.9,0.07K
2017-10-11,0,90.5,90.5,90.5,90.5,0.05K
2017-10-12,0,91.3,91.3,91.3,91.3,
2017-10-13,0,91.25,91.25,91.25,91.25,0.15K
2017-10-16,0,92.0,92.0,92.0,92.0,0.11K
2017-10-17,0,92.2,92.2,92.2,92.2,0.20K
2017-10-18,0,92.5,92.5,92.5,92.5,0.05K
2017-10-19,0,91.9,91.9,91.9,91.9,0.12K
2017-10-20,0,92.0,92.0,92.0,92.0,0.01K
2017-10-23,0,91.85,91.85,91.85,91.85,0.03K
2017-10-24,0,91.95,91.95,91.95,91.95,0.05K
2017-10-25,0,91.95,91.95,91.95,91.95,0.03K
2017-10-26,0,92.1,92.1,92.1,92.1,0.04K
2017-10-27,0,92.0,92.0,92.0,92.0,0.05K
2017-10-30,0,92.95,92.95,92.95,92.95,0.05K
2017-10-31,0,94.8,94.8,94.8,94.8,0.01K
2017-11-01,0,95.25,95.25,95.25,95.25,
2017-11-02,0,95.05,95.05,95.05,95.05,
2017-11-03,0,94.0,94.0,94.0,94.0,0.03K
2017-11-06,0,94.95,94.95,94.95,94.95,0.01K
2017-11-07,0,94.9,94.9,94.9,94.9,
2017-11-08,0,94.65,94.65,94.65,94.65,
2017-11-09,0,94.7,94.7,94.7,94.7,
2017-11-10,0,94.8,94.8,94.8,94.8,
2017-11-13,0,94.85,94.85,94.85,94.85,
2017-11-14,0,94.15,94.15,94.15,94.15,0.02K
2017-11-15,0,93.85,93.85,93.85,93.85,
2017-11-16,0,93.95,93.95,93.95,93.95,0.06K
2017-11-17,0,93.65,93.65,93.65,93.65,
2017-11-20,0,93.95,93.95,93.95,93.95,
2017-11-21,0,93.8,93.8,93.8,93.8,
2017-11-22,0,93.85,93.85,93.85,93.85,
2017-11-24,0,93.95,93.95,93.95,93.95,0.04K
2017-11-27,0,91.95,91.95,91.95,91.95,0.04K
2017-11-28,0,92.05,92.05,92.05,92.05,0.16K
2017-11-29,0,93.0,93.0,93.0,93.0,0.13K
2017-11-30,0,92.75,92.75,92.75,92.75,0.12K
2017-12-01,0,92.7,92.7,92.7,92.7,0.09K
2017-12-04,0,93.6,93.6,93.6,93.6,0.01K
2017-12-05,0,93.5,93.5,93.5,93.5,0.01K
2017-12-06,0,93.65,93.65,93.65,93.65,0.04K
2017-12-07,0,93.7,93.7,93.7,93.7,0.07K
2017-12-08,0,94.35,94.35,94.35,94.35,0.10K
2017-12-11,0,94.75,94.75,94.75,94.75,0.05K
2017-12-12,0,95.3,95.3,95.3,95.3,0.17K
2017-12-13,0,95.0,95.0,95.0,95.0,
2017-12-14,0,95.15,95.15,95.15,95.15,0.04K
2017-12-15,0,95.1,95.1,95.1,95.1,
2017-12-18,0,95.1,95.1,95.1,95.1,
2017-12-19,0,94.85,94.85,94.85,94.85,0.03K
2017-12-20,0,94.85,94.85,94.85,94.85,
2017-12-21,0,94.8,94.8,94.8,94.8,
2017-12-22,0,94.8,94.8,94.8,94.8,
2017-12-26,0,94.8,94.8,94.8,94.8,
2017-12-27,0,94.75,94.75,94.75,94.75,
2017-12-28,0,94.8,94.8,94.8,94.8,
2017-12-29,0,94.5,94.5,94.5,94.5,
2018-01-02,0,96.9,96.9,96.9,96.9,0.11K
2018-01-03,0,96.6,96.6,96.6,96.6,0.06K
2018-01-04,0,96.1,96.1,96.1,96.1,0.08K
2018-01-05,0,96.4,96.4,96.4,96.4,0.09K
2018-01-08,0,96.4,96.4,96.4,96.4,0.09K
2018-01-09,0,96.1,96.1,96.1,96.1,0.01K
2018-01-10,0,95.65,95.65,95.65,95.65,0.03K
2018-01-11,0,95.4,95.4,95.4,95.4,0.01K
2018-01-12,0,95.65,95.65,95.65,95.65,0.05K
2018-01-16,0,95.35,95.35,95.35,95.35,0.00K
2018-01-17,0,95.15,95.15,95.15,95.15,0.00K
2018-01-18,0,95.0,95.0,95.0,95.0,0.03K
2018-01-19,0,95.25,95.25,95.25,95.25,
2018-01-22,0,95.35,95.35,95.35,95.35,
2018-01-23,0,95.25,95.25,95.25,95.25,
2018-01-24,0,95.2,95.2,95.2,95.2,
2018-01-25,0,95.25,95.25,95.25,95.25,0.01K
2018-01-26,0,95.25,95.25,95.25,95.25,0.01K
2018-01-29,0,91.25,91.25,91.25,91.25,0.02K
2018-01-30,0,90.9,90.9,90.9,90.9,0.02K
2018-01-31,0,89.6,89.6,89.6,89.6,0.08K
2018-02-01,0,87.85,87.85,87.85,87.85,0.02K
2018-02-02,0,88.45,88.45,88.45,88.45,0.09K
2018-02-05,0,87.1,87.1,87.1,87.1,0.01K
2018-02-06,0,85.65,85.65,85.65,85.65,0.04K
2018-02-07,0,85.85,85.85,85.85,85.85,0.03K
2018-02-08,0,83.85,83.85,83.85,83.85,0.04K
2018-02-09,0,82.4,82.4,82.4,82.4,0.04K
2018-02-12,0,82.6,82.6,82.6,82.6,
2018-02-13,0,84.5,84.5,84.5,84.5,0.01K
2018-02-14,0,85.0,85.0,85.0,85.0,
2018-02-15,0,84.8,84.8,84.8,84.8,0.02K
2018-02-16,0,84.7,84.7,84.7,84.7,
2018-02-20,0,85.6,85.6,85.6,85.6,0.02K
2018-02-21,0,85.65,85.65,85.65,85.65,0.02K
2018-02-22,0,86.05,86.05,86.05,86.05,0.01K
2018-02-23,0,85.75,85.75,85.75,85.75,
2018-02-26,0,83.5,83.5,83.5,83.5,0.12K
2018-02-27,0,82.0,82.0,82.0,82.0,0.21K
2018-02-28,0,81.55,81.55,81.55,81.55,0.18K
2018-03-01,0,79.35,79.35,79.35,79.35,0.05K
2018-03-02,0,78.95,78.95,78.95,78.95,0.12K
2018-03-05,0,80.0,80.0,80.0,80.0,0.06K
2018-03-06,0,81.1,81.1,81.1,81.1,
2018-03-07,0,81.3,81.3,81.3,81.3,0.11K
2018-03-08,0,81.1,81.1,81.1,81.1,0.05K
2018-03-09,0,81.3,81.3,81.3,81.3,0.08K
2018-03-12,0,80.85,80.85,80.85,80.85,0.01K
2018-03-13,0,81.25,81.25,81.25,81.25,0.02K
2018-03-14,0,81.0,81.0,81.0,81.0,0.10K
2018-03-15,0,80.95,80.95,80.95,80.95,0.02K
2018-03-16,0,79.9,79.9,79.9,79.9,0.05K
2018-03-19,0,79.5,79.5,79.5,79.5,
2018-03-20,0,80.4,80.4,80.4,80.4,0.01K
2018-03-21,0,80.05,80.05,80.05,80.05,0.04K
2018-03-22,0,79.95,79.95,79.95,79.95,0.04K
2018-03-23,0,79.85,79.85,79.85,79.85,
2018-03-26,0,79.65,79.65,79.65,79.65,
2018-03-27,0,79.7,79.7,79.7,79.7,
2018-03-28,0,79.55,79.55,79.55,79.55,
2018-03-29,0,79.45,79.45,79.45,79.45,
2018-04-02,0,79.2,79.2,79.2,79.2,
2018-04-03,0,80.1,80.1,80.1,80.1,0.04K
2018-04-04,0,79.9,79.9,79.9,79.9,0.08K
2018-04-05,0,80.65,80.65,80.65,80.65,0.08K
2018-04-06,0,81.1,81.1,81.1,81.1,0.05K
2018-04-09,0,82.1,82.1,82.1,82.1,0.05K
2018-04-10,0,82.0,82.0,82.0,82.0,0.04K
2018-04-11,0,82.1,82.1,82.1,82.1,0.04K
2018-04-12,0,81.9,81.9,81.9,81.9,0.05K
2018-04-13,0,81.9,81.9,81.9,81.9,
2018-04-16,0,81.9,81.9,81.9,81.9,0.01K
2018-04-17,0,81.25,81.25,81.25,81.25,
2018-04-18,0,81.15,81.15,81.15,81.15,
2018-04-19,0,81.8,81.8,81.8,81.8,0.01K
2018-04-20,0,81.8,81.8,81.8,81.8,
2018-04-23,0,81.75,81.75,81.75,81.75,
2018-04-24,0,81.6,81.6,81.6,81.6,
2018-04-25,0,81.65,81.65,81.65,81.65,
2018-04-26,0,81.7,81.7,81.7,81.7,
2018-04-27,0,81.8,81.8,81.8,81.8,
2018-04-30,0,85.25,85.25,85.25,85.25,0.01K
2018-05-01,0,85.55,85.55,85.55,85.55,0.04K
2018-05-02,0,84.9,84.9,84.9,84.9,
2018-05-03,0,85.1,85.1,85.1,85.1,0.05K
2018-05-04,0,85.25,85.25,85.25,85.25,0.02K
2018-05-07,0,85.25,85.25,85.25,85.25,
2018-05-08,0,86.1,86.1,86.1,86.1,
2018-05-09,0,87.1,87.1,87.1,87.1,0.02K
2018-05-10,0,87.75,87.75,87.75,87.75,
2018-05-11,0,88.4,88.4,88.4,88.4,
2018-05-14,0,89.55,89.55,89.55,89.55,0.19K
2018-05-15,0,89.45,89.45,89.45,89.45,0.01K
2018-05-16,0,89.6,89.6,89.6,89.6,
2018-05-17,0,89.95,89.95,89.95,89.95,
2018-05-18,0,89.6,89.6,89.6,89.6,
2018-05-21,0,89.6,89.6,89.6,89.6,
2018-05-22,0,89.6,89.6,89.6,89.6,
2018-05-23,0,89.55,89.55,89.55,89.55,
2018-05-24,0,89.6,89.6,89.6,89.6,
2018-05-25,0,89.45,89.45,89.45,89.45,
2018-05-29,0,94.1,94.1,94.1,94.1,0.08K
2018-05-30,0,95.7,95.7,95.7,95.7,0.03K
2018-05-31,0,95.0,95.0,95.0,95.0,0.01K
2018-06-01,0,95.35,95.35,95.35,95.35,0.08K
2018-06-04,0,95.8,95.8,95.8,95.8,0.03K
2018-06-05,0,94.9,94.9,94.9,94.9,0.04K
2018-06-06,0,94.8,94.8,94.8,94.8,0.06K
2018-06-07,0,95.4,95.4,95.4,95.4,
2018-06-08,0,95.5,95.5,95.5,95.5,
2018-06-11,0,96.15,96.15,96.15,96.15,0.01K
2018-06-12,0,96.8,96.8,96.8,96.8,0.03K
2018-06-13,0,96.75,96.75,96.75,96.75,
2018-06-14,0,96.75,96.75,96.75,96.75,0.01K
2018-06-15,0,96.65,96.65,96.65,96.65,
2018-06-18,0,96.8,96.8,96.8,96.8,
2018-06-19,0,97.0,97.0,97.0,97.0,0.02K
2018-06-20,0,96.45,96.45,96.45,96.45,0.08K
2018-06-21,0,96.0,96.0,96.0,96.0,0.04K
2018-06-22,0,96.0,96.0,96.0,96.0,
2018-06-25,0,96.0,96.0,96.0,96.0,
2018-06-26,0,96.0,96.0,96.0,96.0,
2018-06-27,0,96.0,96.0,96.0,96.0,
2018-06-28,0,96.05,96.05,96.05,96.05,
2018-06-29,0,96.45,96.45,96.45,96.45,
2018-07-02,0,98.85,98.85,98.85,98.85,0.04K
2018-07-03,0,99.45,99.45,99.45,99.45,0.05K
2018-07-05,0,100.4,100.4,100.4,100.4,0.18K
2018-07-06,0,100.1,100.1,100.1,100.1,
2018-07-09,0,101.95,101.95,101.95,101.95,0.02K
2018-07-10,0,102.25,102.25,102.25,102.25,0.02K
2018-07-11,0,102.4,102.4,102.4,102.4,0.09K
2018-07-12,0,101.6,101.6,101.6,101.6,0.05K
2018-07-13,0,101.2,101.2,101.2,101.2,0.02K
2018-07-16,0,100.7,100.7,100.7,100.7,0.13K
2018-07-17,0,101.05,101.05,101.05,101.05,0.03K
2018-07-18,0,101.65,101.65,101.65,101.65,
2018-07-19,0,101.0,101.0,101.0,101.0,
2018-07-20,0,100.45,100.45,100.45,100.45,
2018-07-23,0,101.25,101.25,101.25,101.25,
2018-07-24,0,101.2,101.2,101.2,101.2,
2018-07-25,0,100.9,100.9,100.9,100.9,0.01K
2018-07-26,0,101.0,101.0,101.0,101.0,
2018-07-27,0,100.8,100.8,100.8,100.8,
2018-07-30,0,94.85,94.85,94.85,94.85,
2018-07-31,0,95.1,95.1,95.1,95.1,0.21K
2018-08-01,0,95.1,95.1,95.1,95.1,0.15K
2018-08-02,0,94.7,94.7,94.7,94.7,0.07K
2018-08-03,0,94.45,94.45,94.45,94.45,0.21K
2018-08-06,0,96.15,96.15,96.15,96.15,0.16K
2018-08-07,0,96.75,96.75,96.75,96.75,0.04K
2018-08-08,0,96.45,96.45,96.45,96.45,0.06K
2018-08-09,0,96.35,96.35,96.35,96.35,0.02K
2018-08-10,0,97.0,97.0,97.0,97.0,
2018-08-13,0,97.7,97.7,97.7,97.7,
2018-08-14,0,98.15,98.15,98.15,98.15,
2018-08-15,0,97.6,97.6,97.6,97.6,
2018-08-16,0,97.8,97.8,97.8,97.8,0.02K
2018-08-17,0,98.2,98.2,98.2,98.2,
2018-08-20,0,98.3,98.3,98.3,98.3,0.01K
2018-08-21,0,97.65,97.65,97.65,97.65,
2018-08-22,0,96.85,96.85,96.85,96.85,
2018-08-23,0,96.95,96.95,96.95,96.95,0.01K
2018-08-24,0,97.0,97.0,97.0,97.0,0.02K
2018-08-27,0,97.0,97.0,97.0,97.0,
2018-08-28,0,97.65,97.65,97.65,97.65,0.03K
2018-08-29,0,97.7,97.7,97.7,97.7,
2018-08-30,0,97.7,97.7,97.7,97.7,
2018-08-31,0,97.65,97.65,97.65,97.65,
2018-09-04,0,100.85,100.85,100.85,100.85,0.02K
2018-09-05,0,101.55,101.55,101.55,101.55,0.07K
2018-09-06,0,101.0,101.0,101.0,101.0,
2018-09-07,0,99.8,99.8,99.8,99.8,0.01K
2018-09-10,0,100.2,100.2,100.2,100.2,0.02K
2018-09-11,0,100.95,100.95,100.95,100.95,0.03K
2018-09-12,0,100.5,100.5,100.5,100.5,0.01K
2018-09-13,0,100.4,100.4,100.4,100.4,0.02K
2018-09-14,0,99.55,99.55,99.55,99.55,0.03K
2018-09-17,0,99.35,99.35,99.35,99.35,0.02K
2018-09-18,0,98.65,98.65,98.65,98.65,0.02K
2018-09-19,0,100.3,100.3,100.3,100.3,0.04K
2018-09-20,0,99.6,99.6,99.6,99.6,0.01K
2018-09-21,0,100.2,100.2,100.2,100.2,
2018-09-24,0,100.35,100.35,100.35,100.35,
2018-09-25,0,100.35,100.35,100.35,100.35,
2018-09-26,0,100.35,100.35,100.35,100.35,
2018-09-27,0,100.2,100.2,100.2,100.2,0.01K
2018-09-28,0,100.45,100.45,100.45,100.45,
2018-10-01,0,101.9,101.9,101.9,101.9,0.01K
2018-10-02,0,101.2,101.2,101.2,101.2,0.01K
2018-10-03,0,100.1,100.1,100.1,100.1,0.03K
2018-10-04,0,100.8,100.8,100.8,100.8,0.03K
2018-10-05,0,101.25,101.25,101.25,101.25,0.01K
2018-10-08,0,101.2,101.2,101.2,101.2,0.01K
2018-10-09,0,100.8,100.8,100.8,100.8,0.05K
2018-10-10,0,99.9,99.9,99.9,99.9,0.06K
2018-10-11,0,99.2,99.2,99.2,99.2,0.16K
2018-10-12,0,99.15,99.15,99.15,99.15,0.03K
2018-10-15,0,99.0,99.0,99.0,99.0,
2018-10-16,0,99.05,99.05,99.05,99.05,
2018-10-17,0,99.3,99.3,99.3,99.3,
2018-10-18,0,99.8,99.8,99.8,99.8,
2018-10-19,0,100.4,100.4,100.4,100.4,0.03K
2018-10-22,0,100.4,100.4,100.4,100.4,
2018-10-23,0,100.45,100.45,100.45,100.45,
2018-10-24,0,100.4,100.4,100.4,100.4,
2018-10-25,0,100.4,100.4,100.4,100.4,
2018-10-26,0,100.3,100.3,100.3,100.3,
2018-10-29,0,99.15,99.15,99.15,99.15,0.05K
2018-10-30,0,98.7,98.7,98.7,98.7,0.03K
2018-10-31,0,97.45,97.45,97.45,97.45,0.02K
2018-11-01,0,95.35,95.35,95.35,95.35,0.07K
2018-11-02,0,96.1,96.1,96.1,96.1,0.06K
2018-11-05,0,94.9,94.9,94.9,94.9,
2018-11-06,0,93.25,93.25,93.25,93.25,0.01K
2018-11-07,0,94.0,94.0,94.0,94.0,0.01K
2018-11-08,0,92.3,92.3,92.3,92.3,0.01K
2018-11-09,0,91.75,91.75,91.75,91.75,0.01K
